Step; State; Reward
0; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
3; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
4; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
5; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
6; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
7; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
8; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
9; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
10; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
11; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
12; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
13; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
14; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
15; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
16; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
17; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
18; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
19; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
20; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
21; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
22; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
23; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
24; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
25; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
26; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
27; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
28; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
29; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
30; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
31; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
32; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
33; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
34; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
35; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
36; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
37; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
38; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
39; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
40; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
41; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
42; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
43; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
44; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
45; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
46; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
47; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
48; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
49; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
50; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
51; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
52; [[0.006405 0.       0.       0.       0.       0.       0.       0.
717; [[ 0.2085 10.44    0.      0.2079  0.      0.      9.38    9.375   0.2079
   2.15    2.15    0.      0.      0.      0.      0.    ]]; [0.]
718; [[3.8867e-01 8.9844e+00 1.1444e-04 4.0112e-01 1.1444e-04 1.1444e-04
  9.3750e+00 9.3672e+00 4.0112e-01 2.3496e+00 2.3496e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00223326]
719; [[0.3723 9.8    0.     0.3708 0.     0.     9.38   9.39   0.3708 2.06
  2.06   0.     0.     0.     0.     0.    ]]; [0.]
720; [[5.288e-01 1.051e+01 1.431e-04 5.312e-01 1.431e-04 1.431e-04 1.176e+01
  1.176e+01 5.312e-01 2.225e+00 2.225e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.00351465]
721; [[ 0.2644 10.37    0.      0.2644  0.      0.      9.34    9.336   0.2644
   1.566   1.566   0.      0.      0.      0.      0.    ]]; [0.]
722; [[4.7217e-01 1.0625e+01 1.4305e-04 4.7192e-01 1.4305e-04 1.4305e-04
  1.1742e+01 1.1750e+01 4.7192e-01 2.4121e+00 2.4121e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00349662]
723; [[ 0.306 11.44   0.     0.306  0.     0.     9.34   9.35   0.306  1.474
   1.474  0.     0.     0.     0.     0.   ]]; [0.]
724; [[5.425e-01 1.050e+01 1.431e-04 5.537e-01 1.431e-04 1.431e-04 1.179e+01
  1.179e+01 5.537e-01 1.716e+00 1.716e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.00352878]
725; [[ 0.2551 11.54    0.      0.2566  0.      0.      9.37    9.36    0.2566
   1.566   1.566   0.      0.      0.      0.      0.    ]]; [0.]
726; [[0.2659 9.33   0.     0.2742 0.     0.     9.41   9.4    0.2742 1.989
  1.989  0.     0.     0.     0.     0.    ]]; [0.]
727; [[ 0.2935 11.13    0.      0.2952  0.      0.      9.51    9.5     0.2952
   2.363   2.363   0.      0.      0.      0.      0.    ]]; [0.]
728; [[ 0.2166 10.34    0.      0.2186  0.      0.      9.46    9.45    0.2186
   2.21    2.21    0.      0.      0.      0.      0.    ]]; [0.]
729; [[ 0.4158 10.88    0.      0.4158  0.      0.      9.484   9.51    0.4158
   1.71    1.71    0.      0.      0.      0.      0.    ]]; [0.]
730; [[ 0.4158 10.88    0.      0.4158  0.      0.      9.484   9.51    0.4158
   1.71    1.71    0.      0.      0.      0.      0.    ]]; [0.]
731; [[0.2092 9.875  0.     0.2092 0.     0.     9.49   9.49   0.2092 2.389
  2.389  0.     0.     0.     0.     0.    ]]; [0.]
732; [[6.6943e-01 1.0086e+01 1.4305e-04 6.6895e-01 1.4305e-04 1.4305e-04
  1.1883e+01 1.1883e+01 6.6895e-01 2.5098e+00 2.5098e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00359012]
733; [[ 0.2179  10.03     0.       0.2172   0.       0.       9.516    9.516
   0.2172   0.05545  0.05545  0.       0.       0.       0.       0.     ]]; [0.]
734; [[2.4939e-01 1.0633e+01 1.1444e-04 2.5513e-01 1.1444e-04 1.1444e-04
  9.4531e+00 9.4453e+00 2.5537e-01 8.7891e-02 8.7891e-02 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00221775]
735; [[ 0.5415 12.1     0.      0.543   0.      0.      9.5     9.5     0.543
   0.7393  0.7393  0.      0.      0.      0.      0.    ]]; [0.]
736; [[4.3506e-01 8.6953e+00 1.1444e-04 4.3481e-01 1.1444e-04 1.1444e-04
  9.4766e+00 9.4766e+00 4.3457e-01 4.1821e-01 4.1821e-01 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00226816]
737; [[ 0.3052 12.875   0.      0.3054  0.      0.     11.71   11.7     0.3054
   2.053   2.053   0.      0.      0.      0.      0.    ]]; [0.]
738; [[2.6001e-01 1.0773e+01 1.1444e-04 2.6001e-01 1.1444e-04 1.1444e-04
  9.3594e+00 9.4219e+00 2.6001e-01 5.5938e+00 5.5938e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00221571]
739; [[0.4824 9.24   0.     0.4824 0.     0.     9.34   9.39   0.4824 5.9
  5.9    0.     0.     0.     0.     0.    ]]; [0.]
740; [[4.2578e-01 9.5156e+00 1.1444e-04 4.2480e-01 1.1444e-04 1.1444e-04
  9.3906e+00 9.4609e+00 4.2480e-01 7.6562e+00 7.6562e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00226274]
741; [[ 0.4902 12.34    0.      0.4902  0.      0.     11.71   11.77    0.4902
   7.27    7.27    0.      0.      0.      0.      0.    ]]; [0.]
742; [[2.6904e-01 1.3633e+01 1.4305e-04 2.6880e-01 1.4305e-04 1.4305e-04
  1.1586e+01 1.1773e+01 2.6880e-01 7.1055e+00 7.1055e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00344494]
743; [[ 0.4595 10.39    0.      0.4636  0.      0.      9.375   9.41    0.4636
   4.82    4.82    0.      0.      0.      0.      0.    ]]; [0.]
744; [[3.0127e-01 1.3680e+01 1.4305e-04 3.0933e-01 1.4305e-04 1.4305e-04
  1.1383e+01 1.1375e+01 3.0933e-01 1.7930e+00 1.7930e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00333971]
745; [[ 0.4207 10.64    0.      0.4229  0.      0.     11.86   11.84    0.4229
   9.82    9.82    0.      0.      0.      0.      0.    ]]; [0.]
746; [[0.221  9.91   0.     0.2214 0.     0.     9.484  9.484  0.2214 9.04
  9.04   0.     0.     0.     0.     0.    ]]; [0.]
747; [[ 0.3418 10.445   0.      0.342   0.      0.      9.516   9.5     0.3418
   9.3     9.3     0.      0.      0.      0.      0.    ]]; [0.]
748; [[0.583  8.516  0.     0.5825 0.     0.     9.41   9.5    0.5825 9.08
  9.08   0.     0.     0.     0.     0.    ]]; [0.]
749; [[ 0.3005 12.66    0.      0.3054  0.      0.     11.93   11.92    0.3054
  11.195  11.195   0.      0.      0.      0.      0.    ]]; [0.]
750; [[ 0.2751 10.375   0.      0.2747  0.      0.      9.5     9.49    0.2747
   8.25    8.25    0.      0.      0.      0.      0.    ]]; [0.]
751; [[ 0.41   14.59    0.      0.4182  0.      0.     11.914  11.91    0.4182
   9.945   9.945   0.      0.      0.      0.      0.    ]]; [0.]
752; [[ 0.207  10.016   0.      0.2072  0.      0.      9.5     9.48    0.2072
   7.56    7.56    0.      0.      0.      0.      0.    ]]; [0.]
753; [[4.5068e-01 9.2578e+00 1.1444e-04 4.6094e-01 1.1444e-04 1.1444e-04
  9.5078e+00 9.5000e+00 4.6094e-01 7.5781e+00 7.5781e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00227726]
754; [[ 0.2435 12.77    0.      0.2435  0.      0.      9.51    9.49    0.2435
   3.186   3.186   0.      0.      0.      0.      0.    ]]; [0.]
755; [[4.6875e-01 9.5469e+00 1.1444e-04 4.6802e-01 1.1444e-04 1.1444e-04
  9.5000e+00 9.4922e+00 4.6802e-01 6.7695e+00 6.7695e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00227979]
756; [[0.2094 9.9    0.     0.2089 0.     0.     9.53   9.53   0.2089 6.195
  6.195  0.     0.     0.     0.     0.    ]]; [0.]
757; [[4.2847e-01 8.9297e+00 1.1444e-04 4.2773e-01 1.1444e-04 1.1444e-04
  9.5078e+00 9.5000e+00 4.2773e-01 8.5391e+00 8.5391e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00227266]
758; [[ 0.5034 11.76    0.      0.5073  0.      0.      9.43    9.445   0.5073
   7.582   7.582   0.      0.      0.      0.      0.    ]]; [0.]
759; [[1.0086e+01 1.1172e+01 1.1453e+01 2.5547e+00 1.4305e-04 1.4305e-04
  1.1578e+01 2.2781e+01 9.9766e+00 9.1562e+00 1.8578e+01 7.5586e+00
  1.4305e-04 1.1539e+01 1.4305e-04 1.4305e-04]]; [0.01504904]
760; [[ 9.36  10.39   8.79   9.44   0.     0.     9.375 18.84   9.89   5.37
  14.82   0.     0.     9.26   0.     0.   ]]; [0.]
761; [[9.4844e+00 1.1461e+01 1.0523e+01 9.4922e+00 1.1444e-04 1.1444e-04
  9.3438e+00 1.8828e+01 1.0008e+01 2.7285e+00 1.2219e+01 1.1444e-04
  1.1444e-04 9.2969e+00 1.1444e-04 1.1444e-04]]; [0.00864101]
762; [[ 9.5   10.08  11.81   9.5    0.     0.     9.43  18.94  10.2    3.428
  12.93   0.     0.     9.29   0.     0.   ]]; [0.]
763; [[7.7773e+00 5.3867e+00 6.1953e+00 7.6875e+00 1.1444e-04 1.1444e-04
  4.6094e+00 1.0969e+01 6.9453e+00 1.1444e-04 6.3633e+00 1.1444e-04
  1.1444e-04 6.3477e+00 1.1444e-04 1.1444e-04]]; [0.00490417]
764; [[11.74  10.4   11.02  11.81   0.     0.    17.75  15.586  4.64   3.625
   7.402  0.     6.81   3.771  0.     0.   ]]; [0.]
765; [[1.121  8.06   0.2172 1.064  0.     0.     8.9    9.516  0.5796 0.9863
  0.9863 0.     0.4788 0.     0.     0.    ]]; [0.]
766; [[2.256e-01 1.005e+01 0.000e+00 2.258e-01 0.000e+00 0.000e+00 9.320e+00
  9.320e+00 2.258e-01 2.310e-03 2.310e-03 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00]]; [0.]
767; [[ 0.34   10.92    0.      0.3418  0.      0.      9.375   9.36    0.3418
   0.5566  0.5566  0.      0.      0.      0.      0.    ]]; [0.]
768; [[ 0.5166 14.57    0.      0.5166  0.      0.     11.26   11.82    0.5166
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
769; [[0.1904 9.61   0.     0.194  0.     0.     9.28   9.28   0.194  0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
770; [[0.1904 9.61   0.     0.194  0.     0.     9.28   9.28   0.194  0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
771; [[ 0.2372 15.9     0.      0.2365  0.      0.     11.64   11.64    0.2365
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
772; [[ 0.2372 15.9     0.      0.2365  0.      0.     11.64   11.64    0.2365
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
773; [[ 0.383  11.26    0.      0.3823  0.      0.     11.66   11.64    0.3823
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
774; [[5.4248e-01 9.6094e+00 1.4305e-04 5.4199e-01 1.4305e-04 1.4305e-04
  1.1758e+01 1.1766e+01 5.4199e-01 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00281681]
775; [[0.3613 8.586  0.     0.3657 0.     0.     9.336  9.336  0.3657 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
776; [[4.1479e-01 1.1484e+01 1.4305e-04 4.1724e-01 1.4305e-04 1.4305e-04
  1.1625e+01 1.1664e+01 4.1724e-01 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [0.00276501]
777; [[ 0.2163 11.96    0.      0.2186  0.      0.      9.32    9.46    0.2188
   6.312   6.312   0.      0.      0.      0.      0.    ]]; [0.]
778; [[4.9585e-01 1.0844e+01 1.1444e-04 4.9561e-01 1.1444e-04 1.1444e-04
  9.3984e+00 9.4688e+00 4.9561e-01 6.7031e+00 6.7031e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00228037]
779; [[4.9585e-01 1.0844e+01 1.1444e-04 4.9561e-01 1.1444e-04 1.1444e-04
  9.3984e+00 9.4688e+00 4.9561e-01 6.7031e+00 6.7031e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
780; [[ 0.2744 13.52    0.      0.2761  0.      0.     11.664  11.83    0.2761
   7.66    7.66    0.      0.      0.      0.      0.    ]]; [0.]
781; [[4.0405e-01 1.1133e+01 1.1444e-04 4.0356e-01 1.1444e-04 1.1444e-04
  9.3828e+00 9.4453e+00 4.0356e-01 7.7266e+00 6.1836e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00225429]
782; [[4.0405e-01 1.1133e+01 1.1444e-04 4.0356e-01 1.1444e-04 1.1444e-04
  9.3828e+00 9.4453e+00 4.0356e-01 7.7266e+00 6.1836e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
783; [[ 0.5977 15.39    0.      0.597   0.      0.     11.74   11.766   0.597
   7.605   7.605   0.      0.      0.      0.      0.    ]]; [0.]
784; [[6.597e-01 1.211e+01 1.431e-04 6.597e-01 1.431e-04 1.431e-04 1.173e+01
  1.174e+01 6.597e-01 7.883e+00 7.883e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.00354885]
785; [[ 0.2805 11.88    0.      0.2805  0.      0.      9.36    9.4     0.2805
   6.83    6.83    0.      0.      0.      0.      0.    ]]; [0.]
786; [[5.3418e-01 1.0016e+01 1.1444e-04 5.3857e-01 1.1444e-04 1.1444e-04
  9.4766e+00 9.4844e+00 5.3857e-01 6.6562e+00 6.6562e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.00229361]
787; [[3.137e-01 1.044e+01 0.000e+00 3.159e-01 0.000e+00 2.310e-03 9.430e+00
  9.438e+00 3.159e-01 6.113e+00 6.109e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 2.310e-03]]; [0.]
788; [[1.303 8.31  0.    1.305 0.    1.037 7.78  8.83  1.305 5.785 4.74  0.
  0.    0.    0.    1.049]]; [0.]
789; [[1.303 8.31  0.    1.305 0.    1.037 7.78  8.83  1.305 5.785 4.74  0.
  0.    0.    0.    1.049]]; [0.]
790; [[10.24  10.46   0.    10.305  0.    10.14   1.106 11.36  10.516 10.25
   0.     0.     0.     0.     0.    10.36 ]]; [0.]
791; [[10.24  10.46   0.    10.305  0.    10.14   1.106 11.36  10.516 10.25
   0.     0.     0.     0.     0.    10.36 ]]; [0.]
792; [[9.43    8.305   0.      9.45    0.      9.24    0.01646 9.48    9.68
  9.46    0.      0.      0.      0.      0.      9.445  ]]; [0.]
793; [[ 1.635  10.22    0.      1.575   0.      0.6807  8.81    9.55    0.9785
   9.54    8.766   0.      0.      0.      0.      0.7   ]]; [0.]
794; [[0.2064 9.86   0.     0.2064 0.     0.     9.516  9.516  0.2064 9.51
  9.51   0.     0.     0.     0.     0.    ]]; [0.]
795; [[ 0.5312  9.95    0.      0.5337  0.      0.     11.9    11.89    0.5337
  11.88   11.88    0.      0.      0.      0.      0.    ]]; [0.]
796; [[0.5825 9.086  0.     0.5825 0.     0.     9.43   9.48   0.5825 7.95
  7.95   0.     0.     0.     0.     0.    ]]; [0.]
797; [[0.4478 8.836  0.     0.4497 0.     0.     9.53   9.53   0.4497 9.53
  9.53   0.     0.     0.     0.     0.    ]]; [0.]
798; [[ 0.634 15.09   0.     0.636  0.     0.    11.63  11.83   0.636 11.81
  11.81   0.     0.     0.     0.     0.   ]]; [0.]
799; [[2.0569e-01 9.7188e+00 1.1444e-04 2.0532e-01 1.1444e-04 1.1444e-04
  9.4844e+00 9.4531e+00 2.0532e-01 9.4531e+00 9.4531e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.0022109]
800; [[5.347e-01 1.230e+01 0.000e+00 5.347e-01 2.310e-03 0.000e+00 9.469e+00
  9.492e+00 5.347e-01 9.492e+00 9.492e+00 0.000e+00 0.000e+00 2.310e-03
  0.000e+00 0.000e+00]]; [0.]
801; [[2.576e-01 1.218e+01 1.431e-04 2.573e-01 1.431e-04 1.431e-04 1.189e+01
  1.186e+01 2.573e-01 1.186e+01 1.186e+01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.00346537]
802; [[0.6206  9.71    0.      0.6206  0.      0.02773 9.5     9.555   0.6206
  9.555   9.52    0.      0.      0.      0.      0.02773]]; [0.]
803; [[4.260e-01 1.455e+01 1.431e-04 4.285e-01 1.431e-04 3.192e-02 1.187e+01
  1.182e+01 4.285e-01 1.182e+01 1.178e+01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 3.192e-02]]; [0.00466255]
804; [[2.12e-01 9.73e+00 0.00e+00 2.12e-01 0.00e+00 6.93e-03 9.45e+00 9.46e+00
  2.12e-01 9.46e+00 9.45e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 6.93e-03]]; [0.]
805; [[7.676e+00 7.168e+00 1.431e-04 7.676e+00 1.431e-04 7.164e+00 1.389e+00
  8.891e+00 7.676e+00 8.891e+00 1.724e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 7.164e+00]]; [0.00631971]
806; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
807; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
808; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
809; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
810; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
811; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
812; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
813; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
814; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
815; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
816; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
817; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
818; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
819; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
820; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
821; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
822; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
823; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
824; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
825; [[0.0003662 0.0003662 0.        0.00667   0.        0.        0.0003662
  0.0003662 0.00667   0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
826; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
827; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
828; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
829; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
830; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
831; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
832; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
833; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
834; [[0.0003777 0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.       ]]; [0.]
